actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M57.00S,2024-11-13T00:11:38.0Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,0,0,2024-11-13T00:11:42Z,150000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1630700]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,
16,PT10M57.00S,2024-11-13T00:11:38.0Z,1,REGULAR,steal,,[],1630700,,,1610612737,0,0,2024-11-13T00:21:48Z,160000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2024-11-13T00:11:40.5Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,0,0,2024-11-13T00:11:44Z,170000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1628401]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,1.0,White,1628401.0,,,,,,,,
18,PT10M55.00S,2024-11-13T00:11:40.5Z,1,REGULAR,steal,,[],1628401,,,1610612738,0,0,2024-11-13T00:11:42Z,180000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
19,PT10M54.00S,2024-11-13T00:11:43.1Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,0,0,2024-11-13T00:12:10Z,190000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1630700]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,
20,PT10M54.00S,2024-11-13T00:11:43.1Z,1,REGULAR,steal,,[],1630700,,,1610612737,0,0,2024-11-13T00:11:44Z,200000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M50.00S,2024-11-13T00:11:45.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630552,27.151773981603156,18.627450980392158,1610612737,0,3,2024-11-13T00:11:50Z,210000,False,157.0,203.0,1,left,J. Johnson 25' 3PT  (3 PTS) (K. Wallace 1 AST),"[1630552, 1630811]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,25.63,Made,,,,,,,,,,,3.0,K. Wallace,1630811.0,1.0,,,,
23,PT10M35.00S,2024-11-13T00:12:00.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,67.49342969776609,70.34313725490196,1610612738,3,3,2024-11-13T00:12:51Z,230000,False,102.0,253.0,1,right,J. Brown 27' 3PT pullup (3 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,27.28,Made,,,,,,,,,,,3.0,D. White,1628401.0,1.0,,,,
24,PT10M24.00S,2024-11-13T00:12:13.8Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612737,3,3,2024-11-13T00:12:21Z,240000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Capela 2 FT),"[1627759, 203991]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,1626300.0,,,,,,,,1.0,0.0,Capela,203991.0
27,PT10M24.00S,2024-11-13T00:12:35.0Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,3,3,2024-11-13T00:12:52Z,260000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT10M24.00S,2024-11-13T00:12:35.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,3,3,2024-11-13T00:12:52Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,
29,PT10M24.00S,2024-11-13T00:12:35.0Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,3,3,2024-11-13T00:12:52Z,280000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT10M24.00S,2024-11-13T00:12:35.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,3,2024-11-13T00:12:52Z,290000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
31,PT10M06.00S,2024-11-13T00:13:06.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,85.3646517739816,4.411764705882353,1610612738,3,3,2024-11-13T00:13:15Z,300000,False,-228.0,85.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.33,Missed,,,,,,,,,,,,,,,,,,
32,PT10M04.00S,2024-11-13T00:13:08.6Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,3,3,2024-11-13T00:13:15Z,310000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
34,PT09M47.00S,2024-11-13T00:13:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630811,25.18068331143233,85.29411764705883,1610612737,3,3,2024-11-13T00:13:52Z,330000,False,-176.0,184.0,1,left,MISS K. Wallace 25' 3PT,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
35,PT09M45.00S,2024-11-13T00:13:44.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,3,3,2024-11-13T00:13:52Z,340000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,
36,PT09M44.00S,2024-11-13T00:13:47.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,6.438896189224705,55.005361519607845,1610612737,3,5,2024-11-13T00:13:57Z,350000,False,-25.0,8.0,1,left,C. Capela putback Layup (2 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,,,,2.0,,,,,,,
37,PT09M35.00S,2024-11-13T00:13:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,50.98039215686274,1610612738,5,5,2024-11-13T00:14:01Z,360000,False,5.0,13.0,1,right,J. Brown driving Layup (5 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,5.0,D. White,1628401.0,2.0,,,,
39,PT09M23.00S,2024-11-13T00:14:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,6.915243101182654,48.03921568627451,1610612737,5,7,2024-11-13T00:14:11Z,380000,False,10.0,13.0,1,left,Z. Risacher cutting Layup (2 PTS) (K. Wallace 2 AST),"[1642258, 1630811]",1610612737.0,ATL,cutting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,,2.0,K. Wallace,1630811.0,2.0,,,,
41,PT09M11.00S,2024-11-13T00:14:19.3Z,1,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612738,5,7,2024-11-13T00:14:26Z,400000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Brown 2 FT),"[1630552, 1627759]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,2002.0,,,,,,,,1.0,0.0,Brown,1627759.0
43,PT09M11.00S,2024-11-13T00:14:48.1Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,6,7,2024-11-13T00:14:48Z,420000,False,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
44,PT09M11.00S,2024-11-13T00:14:48.1Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,6,7,2024-11-13T00:15:15Z,430000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
45,PT09M11.00S,2024-11-13T00:14:48.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,6,7,2024-11-13T00:15:15Z,440000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,
46,PT08M50.00S,2024-11-13T00:15:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,17.427726675427067,39.46078431372549,1610612737,6,7,2024-11-13T00:15:50Z,450000,False,53.0,111.0,1,left,MISS Z. Risacher 12' floating Shot,[1642258],1610612737.0,ATL,floating,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,12.31,Missed,,,,,,,,,,,,,,,,,,
47,PT08M48.00S,2024-11-13T00:15:32.3Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,6,7,2024-11-13T00:15:45Z,460000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,,,,,46.0,2.0,0.0,2.0,,,,,,,,,,,,
48,PT08M47.00S,2024-11-13T00:15:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,7.440867279894875,51.9607843137255,1610612737,6,7,2024-11-13T00:15:51Z,470000,False,-10.0,17.0,1,left,MISS Z. Risacher putback Layup,[1642258],1610612737.0,ATL,putback,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
49,PT08M46.00S,2024-11-13T00:15:35.1Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,6,7,2024-11-13T00:15:51Z,480000,False,,,0,,Z. Risacher REBOUND (Off:3 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,48.0,3.0,0.0,3.0,,,,,,,,,,,,
50,PT08M46.00S,2024-11-13T00:15:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,5.732588699080158,51.9607843137255,1610612737,6,7,2024-11-13T00:16:00Z,490000,False,-10.0,1.0,1,left,MISS Z. Risacher tip Layup,[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.99,Missed,,,,,,,,,,,,,,,,,,
51,PT08M45.00S,2024-11-13T00:15:37.1Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,6,7,2024-11-13T00:16:00Z,500000,False,,,0,,Z. Risacher REBOUND (Off:4 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,50.0,4.0,0.0,4.0,,,,,,,,,,,,
52,PT08M43.00S,2024-11-13T00:15:39.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642258,5.590000152587891,50.0,1610612737,6,7,2024-11-13T00:16:40Z,510000,False,0.0,0.0,1,left,MISS Z. Risacher tip Layup,[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
53,PT08M41.00S,2024-11-13T00:15:41.5Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,6,7,2024-11-13T00:16:21Z,520000,False,,,0,,Z. Risacher REBOUND (Off:5 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,52.0,5.0,0.0,5.0,,,,,,,,,,,,
54,PT08M32.00S,2024-11-13T00:15:54.1Z,1,REGULAR,foul,personal,[],1627759,,,1610612737,6,7,2024-11-13T00:16:00Z,530000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 203991]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,2002.0,,,,,,,,2.0,0.0,Capela,203991.0
56,PT08M29.00S,2024-11-13T00:16:18.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,29.77989487516426,16.42156862745098,1610612737,6,7,2024-11-13T00:16:26Z,550000,False,168.0,227.0,1,left,MISS J. Johnson 28' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,28.27,Missed,,,,,,,,,,,,,,,,,,
57,PT08M28.00S,2024-11-13T00:16:19.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,7,2024-11-13T00:16:26Z,560000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,
58,PT08M13.00S,2024-11-13T00:16:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,94.43166885676742,54.41176470588235,1610612738,8,7,2024-11-13T00:16:39Z,570000,False,22.0,0.0,1,right,D. White cutting Layup (2 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,
60,PT08M05.00S,2024-11-13T00:16:41.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.915243101182654,48.28431372549019,1610612737,8,9,2024-11-13T00:16:46Z,590000,False,9.0,13.0,1,left,C. Capela alley-oop DUNK (4 PTS) (J. Johnson 1 AST),"[203991, 1630552]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,,,4.0,J. Johnson,1630552.0,1.0,,,,
62,PT07M53.00S,2024-11-13T00:16:53.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,63.81406044678055,61.274509803921575,1610612738,8,9,2024-11-13T00:16:59Z,610000,False,56.0,288.0,1,right,MISS J. Tatum 29' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,29.31,Missed,,,,,,,,,,,,,,,,,,
63,PT07M52.00S,2024-11-13T00:16:54.3Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,8,9,2024-11-13T00:16:59Z,620000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,
64,PT07M43.00S,2024-11-13T00:17:03.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,91.93495400788436,4.411764705882353,1610612738,8,9,2024-11-13T00:17:08Z,630000,False,-228.0,23.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,22.91,Missed,,,,,,,,,,,,,,,,,,
65,PT07M42.00S,2024-11-13T00:17:04.1Z,1,REGULAR,rebound,defensive,[],1630811,,,1610612737,8,9,2024-11-13T00:17:08Z,640000,False,,,0,,K. Wallace REBOUND (Off:0 Def:1),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Left Corner 3,24+ Left,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,
66,PT07M36.00S,2024-11-13T00:17:12.0Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612737,8,9,2024-11-13T00:17:24Z,650000,False,,,0,,D. White shooting personal FOUL (1 PF) (Risacher 2 FT),"[1628401, 1642258]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1626300.0,,,,,,,,1.0,0.0,Risacher,1642258.0
68,PT07M36.00S,2024-11-13T00:17:35.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642258,,,1610612737,8,9,2024-11-13T00:17:55Z,670000,False,,,0,,MISS Z. Risacher Free Throw 1 of 2,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT07M36.00S,2024-11-13T00:17:35.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,8,9,2024-11-13T00:17:55Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,
70,PT07M36.00S,2024-11-13T00:17:35.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642258,,,1610612737,8,9,2024-11-13T00:17:55Z,690000,False,,,0,,MISS Z. Risacher Free Throw 2 of 2,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT07M36.00S,2024-11-13T00:17:35.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,8,9,2024-11-13T00:17:55Z,700000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,
72,PT07M26.00S,2024-11-13T00:17:59.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,65.78515111695138,53.18627450980392,1610612738,8,9,2024-11-13T00:18:06Z,710000,False,16.0,269.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
73,PT07M24.00S,2024-11-13T00:18:01.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,8,9,2024-11-13T00:18:06Z,720000,False,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,
74,PT07M21.00S,2024-11-13T00:18:04.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,70.51576872536137,77.20588235294117,1610612738,8,9,2024-11-13T00:18:32Z,730000,False,136.0,225.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
75,PT07M19.00S,2024-11-13T00:18:06.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,8,9,2024-11-13T00:18:13Z,740000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,74.0,,,,,,,,,,,,,,,
77,PT07M02.00S,2024-11-13T00:18:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,7.178055190538765,54.166666666666664,1610612737,8,11,2024-11-13T00:19:05Z,760000,False,-21.0,15.0,1,left,Z. Risacher driving finger roll Layup (4 PTS) (C. Capela 1 AST),"[1642258, 203991]",1610612737.0,ATL,driving finger roll,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.56,Made,,,,,,,,,,,4.0,C. Capela,203991.0,1.0,,,,
78,PT07M02.00S,2024-11-13T00:18:41.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,8,11,2024-11-13T00:18:41Z,770000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT07M02.00S,2024-11-13T00:21:18.6Z,1,REGULAR,substitution,out,[],1630552,,,1610612738,8,11,2024-11-13T00:21:34Z,780000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M02.00S,2024-11-13T00:21:18.6Z,1,REGULAR,substitution,out,[],1642258,,,1610612738,8,11,2024-11-13T00:21:34Z,790000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT07M02.00S,2024-11-13T00:21:18.6Z,1,REGULAR,substitution,in,[],1626204,,,1610612738,8,11,2024-11-13T00:21:34Z,800000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT07M02.00S,2024-11-13T00:21:18.6Z,1,REGULAR,substitution,in,[],1629726,,,1610612738,8,11,2024-11-13T00:21:34Z,810000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M44.00S,2024-11-13T00:21:54.6Z,1,REGULAR,2pt,Jump Shot,[],1628369,89.04402102496715,19.607843137254903,1610612738,8,11,2024-11-13T00:22:00Z,820000,False,-152.0,50.0,1,right,MISS J. Tatum 16' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,16.02,Missed,,,,,,,,,,,,,,,,,,
85,PT06M42.00S,2024-11-13T00:21:56.6Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,8,11,2024-11-13T00:22:00Z,830000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,
